credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,riesgo_mora_30,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,total_eventos_pre,duracion_promedio_pre,prob_riesgo
CR000362,CL00325,2024-08-22,Crédito libre inversión,7200000,3,0.0335,2563000,Web,296,1.5821,Excepción,Mora moderada,1,26,M,1,Sin información,Conductor/Repartidor,1620000.0,588.0,False,0,iOS,4.0,170.75,0.9967387562131704
CR000363,CL00327,2024-09-30,Crédito libre inversión,1200000,3,0.0274,422000,App,731,0.6594,Excepción,Mora moderada,1,48,F,2,Bachiller,Desempleado,640000.0,495.0,False,1,Android,1.0,54.0,0.9876550659623533
CR000364,CL00328,2025-03-12,Microcrédito,2500000,3,0.0382,898000,Call center,860,0.2897,Automática,Finalizado,0,44,F,5,Bachiller,Empleado,3100000.0,688.0,True,0,Web,28.0,176.82142857142858,0.0047548830547617825
CR000365,CL00328,2024-09-19,Crédito consumo digital,1950000,6,0.0266,356000,App,896,0.1148,Automática,Finalizado,0,44,F,5,Bachiller,Empleado,3100000.0,688.0,True,0,Web,28.0,176.82142857142858,0.0044845103610631765
CR000366,CL00328,2025-04-09,Crédito consumo digital,1150000,6,0.0306,213000,App,900,0.0687,Automática,Finalizado,0,44,F,5,Bachiller,Empleado,3100000.0,688.0,True,0,Web,28.0,176.82142857142858,0.004288425643937159
CR000367,CL00329,2025-12-22,Crédito consumo digital,2050000,9,0.0209,252000,Web,900,0.0708,Automática,Activo,0,42,F,3,Universitario,Empleado,3560000.0,757.0,False,0,Android,7.0,279.85714285714283,0.002739404192593114
CR000368,CL00332,2024-05-11,Crédito consumo digital,1750000,6,0.0352,329000,App,767,0.1388,Automática,Finalizado,0,27,M,3,Bachiller,Comerciante,2370000.0,571.0,False,0,Android,1.0,186.0,0.034085122051834484
CR000369,CL00333,2025-01-25,Avance de nómina,1250000,3,0.0308,443000,Web,781,0.2395,Automática,Mora moderada,1,37,M,3,Bachiller,Microempresario,1850000.0,555.0,False,1,Android,9.0,179.11111111111111,0.9579465134370705
CR000370,CL00334,2024-03-15,Crédito consumo digital,1000000,6,0.0322,186000,App,704,0.0886,Automática,Finalizado,0,29,F,2,Universitario,Independiente,2100000.0,454.0,True,4,Android,5.0,132.8,0.009713358727956348
CR000371,CL00335,2026-02-08,Crédito consumo digital,1400000,3,0.0271,492000,Aliado,900,0.1386,Automática,Activo,0,46,F,2,Sin información,Independiente,3550000.0,597.0,False,1,Android,10.0,156.2,0.004803511837159477
CR000372,CL00336,2024-10-04,Microcrédito,2800000,12,0.0414,301000,Aliado,830,0.1091,Automática,Finalizado,0,35,F,4,Técnico/Tecnólogo,Conductor/Repartidor,2760000.0,583.0,False,2,iOS,6.0,90.33333333333331,0.008298942523307495
CR000373,CL00340,2024-01-01,Microcrédito,5450000,9,0.0359,719000,App,900,0.1692,Automática,Finalizado,0,30,M,3,Posgrado,Empleado,4250000.0,666.0,True,3,Android,1.0,10.0,0.017237261894954354
CR000374,CL00341,2025-07-26,Microcrédito,950000,9,0.0435,130000,Web,699,0.0818,Automática,Mora severa,1,28,F,6,Universitario,Desempleado,1590000.0,531.0,True,1,Android,4.0,153.5,0.969288978279309
CR000375,CL00341,2026-02-23,Crédito libre inversión,2600000,9,0.0278,330000,Aliado,748,0.2075,Automática,Activo,0,28,F,6,Universitario,Desempleado,1590000.0,531.0,True,1,Android,4.0,153.5,0.01090843127461742
CR000376,CL00344,2025-05-11,Crédito consumo digital,1650000,6,0.0255,300000,App,881,0.1887,Automática,Finalizado,0,31,F,2,Universitario,Independiente,1590000.0,548.0,True,2,Android,17.0,207.1764705882353,0.004272613256112617
CR000377,CL00344,2025-12-18,Crédito consumo digital,900000,9,0.033,117000,Aliado,838,0.0736,Automática,Activo,0,31,F,2,Universitario,Independiente,1590000.0,548.0,True,2,Android,17.0,207.1764705882353,0.0031629793379245818
CR000378,CL00345,2025-09-11,Microcrédito,850000,9,0.0445,117000,Call center,585,0.2089,Manual,Mora moderada,1,31,M,3,Sin información,Desempleado,560000.0,401.0,True,0,iOS,15.0,240.46666666666667,0.9201361046008737
CR000379,CL00345,2026-01-29,Crédito consumo digital,550000,12,0.0202,52000,Aliado,694,0.0929,Automática,Mora moderada,1,31,M,3,Sin información,Desempleado,560000.0,401.0,True,0,iOS,15.0,240.46666666666667,0.9265672156749121
CR000380,CL00346,2026-02-19,Crédito consumo digital,3200000,12,0.0305,322000,Call center,827,0.1253,Automática,Activo,0,38,M,3,Bachiller,Independiente,2570000.0,569.0,False,1,Android,,,0.019048068330637026
CR000381,CL00347,2026-02-12,Microcrédito,2100000,9,0.04,282000,App,805,0.1097,Automática,Mora moderada,1,22,F,2,Bachiller,Pensionado,2570000.0,560.0,False,2,iOS,9.0,119.66666666666669,0.9261786961168321
CR000382,CL00348,2025-08-09,Crédito libre inversión,1950000,6,0.0305,361000,App,797,0.1778,Automática,Mora moderada,1,22,No informa,3,Sin información,Empleado,2030000.0,565.0,False,2,Android,,,0.9295432321763288
CR000383,CL00349,2025-06-17,Crédito consumo digital,1700000,12,0.0306,171000,App,900,0.052,Automática,Mora moderada,1,29,F,3,Sin información,Empleado,3290000.0,604.0,False,0,Android,6.0,146.83333333333334,0.9477019168764234
CR000384,CL00351,2024-11-15,Avance de nómina,700000,6,0.0309,130000,Web,778,0.0553,Automática,Mora moderada,1,39,M,2,Técnico/Tecnólogo,Empleado,2350000.0,591.0,True,0,iOS,1.0,117.0,0.9651606393713332
CR000385,CL00352,2025-03-05,Crédito consumo digital,1300000,6,0.0206,233000,App,822,0.1438,Automática,Finalizado,0,51,M,3,Técnico/Tecnólogo,Empleado,1620000.0,674.0,False,0,Android,2.0,211.5,0.008253773027602322
CR000386,CL00353,2023-06-02,Crédito libre inversión,18800000,6,0.017,3323000,Aliado,900,0.3323,Automática,Finalizado,0,45,F,4,Bachiller,Empleado,10000000.0,826.0,True,2,Android,1.0,428.0,0.0008290189546547775
CR000387,CL00354,2025-05-30,Crédito consumo digital,1950000,9,0.0309,252000,App,844,0.0881,Automática,Finalizado,0,34,F,3,Bachiller,Independiente,2860000.0,631.0,True,3,Android,,,0.008760255354629305
CR000388,CL00355,2025-03-06,Crédito consumo digital,1600000,18,0.0311,117000,Call center,891,0.06,Automática,Activo,0,36,M,3,Universitario,Empleado,1950000.0,646.0,False,0,iOS,1.0,39.0,0.027761092802435754
CR000389,CL00356,2025-11-13,Crédito consumo digital,1250000,18,0.0303,91000,Aliado,820,0.0446,Automática,Activo,0,26,F,4,Sin información,Comerciante,2040000.0,545.0,False,1,iOS,7.0,187.8571428571429,0.013475783803802873
CR000390,CL00357,2025-06-25,Crédito libre inversión,950000,3,0.0258,333000,Aliado,719,0.2622,Automática,Finalizado,0,36,M,2,Técnico/Tecnólogo,Conductor/Repartidor,1270000.0,434.0,False,0,iOS,9.0,238.77777777777777,0.010335876187041727
CR000391,CL00357,2024-10-17,Microcrédito,1050000,12,0.0269,104000,Web,740,0.0819,Automática,Mora severa,1,36,M,2,Técnico/Tecnólogo,Conductor/Repartidor,1270000.0,434.0,False,0,iOS,9.0,238.77777777777777,0.9632994481051318
CR000392,CL00358,2024-02-24,Microcrédito,8050000,9,0.0333,1050000,App,878,0.3088,Automática,Finalizado,0,33,M,3,Universitario,Empleado,3400000.0,598.0,False,3,iOS,1.0,600.0,0.0003554408405429899
CR000393,CL00359,2026-03-23,Crédito libre inversión,6700000,24,0.0273,384000,App,874,0.1333,Automática,Activo,0,39,F,4,Técnico/Tecnólogo,Comerciante,2880000.0,650.0,True,2,Android,8.0,171.75,0.015990071302948668
CR000394,CL00362,2024-10-25,Avance de nómina,800000,12,0.0244,78000,App,820,0.0438,Automática,Mora severa,1,51,M,4,Universitario,Conductor/Repartidor,1780000.0,479.0,False,4,Android,,,0.9541680650346112
CR000395,CL00363,2024-08-01,Crédito libre inversión,2950000,6,0.0202,527000,Aliado,900,0.1514,Automática,Finalizado,0,35,M,3,Técnico/Tecnólogo,Microempresario,3480000.0,661.0,False,1,Android,5.0,123.4,0.013191951087137327
CR000396,CL00363,2024-02-13,Avance de nómina,1700000,12,0.0214,162000,Aliado,900,0.0466,Automática,Finalizado,0,35,M,3,Técnico/Tecnólogo,Microempresario,3480000.0,661.0,False,1,Android,5.0,123.4,0.01995508473534694
CR000397,CL00364,2026-02-13,Crédito consumo digital,2250000,6,0.0323,418000,App,884,0.1614,Automática,Activo,0,40,M,3,Sin información,Conductor/Repartidor,2590000.0,530.0,False,0,Android,27.0,161.59259259259258,0.007971527643909371
CR000398,CL00364,2026-03-10,Crédito consumo digital,700000,9,0.026,88000,Aliado,791,0.034,Automática,Activo,0,40,M,3,Sin información,Conductor/Repartidor,2590000.0,530.0,False,0,Android,27.0,161.59259259259258,0.009378731375160923
CR000399,CL00366,2026-01-06,Avance de nómina,1200000,12,0.0214,114000,App,897,0.0432,Automática,Activo,0,32,F,2,Posgrado,Comerciante,2640000.0,662.0,False,0,Web,4.0,395.5,0.00486165028744508
CR000400,CL00366,2025-10-23,Crédito consumo digital,1750000,18,0.0321,130000,Web,877,0.0492,Automática,Activo,0,32,F,2,Posgrado,Comerciante,2640000.0,662.0,False,0,Web,4.0,395.5,0.004874406569296294
CR000401,CL00368,2025-11-17,Microcrédito,2300000,12,0.0428,249000,Web,571,0.1215,Manual,Activo,0,36,F,2,Universitario,Comerciante,2050000.0,588.0,False,3,Android,7.0,164.85714285714286,0.008234510725296068
CR000402,CL00369,2025-12-28,Crédito consumo digital,1250000,12,0.0363,130000,App,795,0.0588,Automática,Activo,0,37,M,3,Universitario,Empleado,2210000.0,569.0,False,0,Web,21.0,165.76190476190476,0.006028280039658624
CR000403,CL00369,2025-02-07,Crédito libre inversión,3550000,9,0.0277,451000,Web,816,0.2041,Automática,Mora moderada,1,37,M,3,Universitario,Empleado,2210000.0,569.0,False,0,Web,21.0,165.76190476190476,0.9097776516956443
CR000404,CL00369,2024-09-10,Avance de nómina,850000,9,0.0261,107000,Aliado,900,0.0484,Automática,Finalizado,0,37,M,3,Universitario,Empleado,2210000.0,569.0,False,0,Web,21.0,165.76190476190476,0.006278677070289667
CR000405,CL00371,2026-02-20,Crédito consumo digital,2300000,9,0.0351,303000,App,695,0.0723,Automática,Activo,0,36,F,3,Universitario,Empleado,4190000.0,588.0,False,2,iOS,8.0,182.125,0.00505256608398937
CR000406,CL00372,2024-07-11,Crédito consumo digital,1700000,9,0.033,221000,Aliado,900,0.0505,Automática,Finalizado,0,41,F,2,Universitario,Empleado,4380000.0,707.0,True,4,Web,2.0,312.0,0.0015128631433062882
CR000407,CL00374,2024-05-02,Crédito libre inversión,1700000,18,0.0171,110000,Web,566,0.0618,Manual,Finalizado,0,46,F,1,Universitario,Conductor/Repartidor,1780000.0,588.0,False,4,iOS,2.0,220.5,0.0045036495788466895
CR000408,CL00375,2023-04-11,Microcrédito,3200000,12,0.0251,312000,App,851,0.1345,Automática,Mora severa,1,58,F,4,Técnico/Tecnólogo,Conductor/Repartidor,2320000.0,603.0,False,0,Web,3.0,231.0,0.9218332718775845
CR000409,CL00375,2023-08-07,Microcrédito,2700000,6,0.0374,511000,App,787,0.2203,Automática,Mora moderada,1,58,F,4,Técnico/Tecnólogo,Conductor/Repartidor,2320000.0,603.0,False,0,Web,3.0,231.0,0.8192604190039625
CR000410,CL00376,2024-06-26,Avance de nómina,450000,12,0.029,45000,Call center,883,0.015,Automática,Finalizado,0,28,M,3,Sin información,Empleado,3010000.0,566.0,False,2,Android,26.0,153.53846153846155,0.019144838877601232
CR000411,CL00376,2025-08-11,Crédito consumo digital,800000,9,0.0319,104000,Aliado,790,0.0346,Automática,Activo,0,28,M,3,Sin información,Empleado,3010000.0,566.0,False,2,Android,26.0,153.53846153846155,0.00739666672570649
CR000412,CL00376,2023-05-02,Crédito libre inversión,1750000,3,0.0196,606000,Aliado,860,0.2013,Automática,Finalizado,0,28,M,3,Sin información,Empleado,3010000.0,566.0,False,2,Android,26.0,153.53846153846155,0.007021256324240483
CR000413,CL00377,2026-03-15,Crédito consumo digital,1400000,12,0.0246,136000,App,831,0.0469,Automática,Activo,0,45,M,1,Bachiller,Empleado,2900000.0,603.0,True,2,Android,4.0,200.0,0.0058020265140089735
CR000414,CL00378,2026-01-06,Crédito consumo digital,900000,12,0.0225,86000,Aliado,704,0.0497,Automática,Activo,0,38,M,1,Técnico/Tecnólogo,Independiente,1730000.0,471.0,False,2,Android,23.0,128.8695652173913,0.0062668840136117145
CR000415,CL00378,2026-01-18,Crédito libre inversión,1800000,3,0.017,621000,Web,677,0.359,Manual,Mora moderada,1,38,M,1,Técnico/Tecnólogo,Independiente,1730000.0,471.0,False,2,Android,23.0,128.8695652173913,0.8521098877524718
CR000416,CL00379,2024-10-31,Crédito libre inversión,2950000,9,0.0246,369000,Web,873,0.0979,Automática,Mora moderada,1,58,M,2,Universitario,Empleado,3770000.0,731.0,False,1,Android,1.0,59.0,0.9502488104961092
CR000417,CL00380,2025-11-24,Crédito consumo digital,2700000,9,0.0341,353000,App,786,0.1293,Automática,Activo,0,28,F,2,Bachiller,Empleado,2730000.0,573.0,True,3,Android,22.0,193.6818181818182,0.006057227266353716
CR000418,CL00380,2025-10-23,Crédito libre inversión,3000000,6,0.018,532000,App,867,0.1949,Automática,Finalizado,0,28,F,2,Bachiller,Empleado,2730000.0,573.0,True,3,Android,22.0,193.6818181818182,0.006258701645612547
CR000419,CL00380,2026-03-10,Crédito consumo digital,2100000,9,0.035,276000,Web,857,0.1011,Automática,Activo,0,28,F,2,Bachiller,Empleado,2730000.0,573.0,True,3,Android,22.0,193.6818181818182,0.00506177531760075
CR000420,CL00381,2023-11-22,Crédito consumo digital,900000,9,0.0223,111000,Aliado,747,0.073,Automática,Mora severa,1,28,F,3,Universitario,Independiente,1520000.0,503.0,True,3,Android,1.0,103.0,0.9690328331666922
CR000421,CL00382,2025-09-27,Crédito libre inversión,6800000,3,0.0339,2422000,App,900,0.3387,Automática,Finalizado,0,30,F,4,Universitario,Empleado,7150000.0,730.0,True,0,Android,6.0,120.66666666666669,0.004390123490091643
CR000422,CL00383,2025-07-18,Microcrédito,3350000,9,0.0324,435000,App,869,0.1154,Automática,Mora moderada,1,19,M,3,Sin información,Independiente,3770000.0,500.0,False,1,Android,26.0,114.26923076923076,0.9274269729345254
CR000423,CL00383,2026-01-02,Crédito consumo digital,1350000,9,0.0356,178000,Web,795,0.0472,Automática,Activo,0,19,M,3,Sin información,Independiente,3770000.0,500.0,False,1,Android,26.0,114.26923076923076,0.014577883882291887
CR000424,CL00384,2025-05-22,Crédito consumo digital,4150000,18,0.0323,308000,Aliado,877,0.0725,Automática,Activo,0,31,F,5,Bachiller,Microempresario,4250000.0,611.0,True,1,Android,4.0,189.75,0.01144203850227864
CR000425,CL00384,2026-02-13,Microcrédito,2950000,12,0.0289,294000,App,900,0.0692,Automática,Activo,0,31,F,5,Bachiller,Microempresario,4250000.0,611.0,True,1,Android,4.0,189.75,0.007033421171080403
CR000426,CL00385,2026-01-13,Crédito consumo digital,1300000,12,0.0269,128000,Aliado,848,0.0604,Automática,Activo,0,28,M,2,Posgrado,Conductor/Repartidor,2120000.0,565.0,False,0,iOS,4.0,228.75,0.008443163767765386
CR000427,CL00386,2024-03-09,Crédito consumo digital,2100000,6,0.0237,380000,Web,780,0.1467,Automática,Mora severa,1,38,M,4,Técnico/Tecnólogo,Conductor/Repartidor,2590000.0,473.0,False,1,Android,12.0,214.25,0.9587515783056393
CR000428,CL00386,2025-10-15,Crédito consumo digital,1150000,18,0.036,88000,App,794,0.034,Automática,Mora moderada,0,38,M,4,Técnico/Tecnólogo,Conductor/Repartidor,2590000.0,473.0,False,1,Android,12.0,214.25,0.9192719131682979
CR000429,CL00387,2025-12-26,Crédito libre inversión,3700000,6,0.028,678000,App,679,0.2638,Automática,Mora moderada,1,39,M,2,Universitario,Comerciante,2570000.0,469.0,False,2,iOS,3.0,158.33333333333334,0.9605853875404837
CR000430,CL00389,2025-08-31,Crédito libre inversión,6650000,24,0.0221,360000,App,877,0.1682,Automática,Activo,0,46,No informa,1,Técnico/Tecnólogo,Empleado,2140000.0,670.0,False,0,iOS,3.0,148.66666666666666,0.008250672080192596
CR000431,CL00390,2024-11-02,Avance de nómina,1050000,6,0.0291,193000,Aliado,900,0.039,Automática,Finalizado,0,30,M,6,Posgrado,Empleado,4950000.0,702.0,False,0,Android,3.0,113.66666666666669,0.018464090889188805
CR000432,CL00391,2025-07-12,Avance de nómina,350000,6,0.0195,62000,App,797,0.0323,Automática,Finalizado,0,27,M,3,Bachiller,Independiente,1920000.0,568.0,False,2,Android,4.0,153.25,0.01974715914087355
CR000433,CL00393,2026-02-22,Avance de nómina,250000,6,0.0241,45000,Aliado,720,0.0616,Automática,Activo,0,23,No informa,2,Universitario,Estudiante,730000.0,433.0,False,0,Android,6.0,89.83333333333333,0.018560520881508266
CR000434,CL00394,2025-11-16,Crédito consumo digital,1950000,12,0.0294,195000,Aliado,727,0.1147,Automática,Activo,0,54,F,3,Universitario,Estudiante,1700000.0,585.0,True,4,iOS,25.0,133.12,0.0028766678578767435
CR000435,CL00394,2025-10-22,Crédito consumo digital,1350000,9,0.0309,174000,Web,769,0.1024,Automática,Activo,0,54,F,3,Universitario,Estudiante,1700000.0,585.0,True,4,iOS,25.0,133.12,0.002700626317368486
CR000436,CL00395,2025-09-11,Crédito libre inversión,4650000,12,0.0228,447000,App,803,0.1437,Automática,Activo,0,48,F,1,Bachiller,Empleado,3110000.0,593.0,True,3,Android,36.0,159.47222222222223,0.003360976207236315
CR000437,CL00395,2024-02-22,Crédito consumo digital,1550000,9,0.0352,204000,Web,834,0.0656,Automática,Finalizado,0,48,F,1,Bachiller,Empleado,3110000.0,593.0,True,3,Android,36.0,159.47222222222223,0.0030697002317909778
CR000438,CL00395,2025-03-28,Crédito consumo digital,1950000,9,0.0329,254000,App,842,0.0817,Automática,Finalizado,0,48,F,1,Bachiller,Empleado,3110000.0,593.0,True,3,Android,36.0,159.47222222222223,0.0028896850046428385
CR000439,CL00397,2026-03-09,Microcrédito,1850000,3,0.0287,652000,Aliado,741,0.3622,Manual,Activo,0,19,F,2,Bachiller,Comerciante,1800000.0,453.0,False,0,iOS,4.0,208.25,0.006565792612871666
CR000440,CL00398,2025-07-24,Crédito consumo digital,550000,12,0.0278,55000,App,719,0.1222,Automática,Mora severa,1,50,F,1,Universitario,Desempleado,450000.0,465.0,False,1,Android,,,0.9564298986674004
CR000441,CL00399,2025-01-03,Microcrédito,1100000,6,0.0346,206000,App,798,0.1177,Automática,Mora moderada,1,35,M,2,Técnico/Tecnólogo,Independiente,1750000.0,588.0,False,1,Android,4.0,58.0,0.955353451506311
CR000442,CL00399,2025-01-03,Crédito consumo digital,1350000,18,0.0367,104000,App,829,0.0594,Automática,Mora severa,1,35,M,2,Técnico/Tecnólogo,Independiente,1750000.0,588.0,False,1,Android,4.0,58.0,0.9893765135108282
CR000443,CL00400,2025-07-30,Crédito consumo digital,1850000,12,0.0258,181000,App,900,0.087,Automática,Activo,0,48,M,4,Bachiller,Empleado,2080000.0,701.0,False,1,Web,2.0,167.5,0.007002190582744411
CR000444,CL00401,2025-02-12,Crédito libre inversión,6000000,3,0.0312,2126000,App,708,0.9325,Excepción,Finalizado,0,20,F,3,Posgrado,Empleado,2280000.0,555.0,True,0,Web,22.0,103.77272727272728,0.02674699501391284
CR000445,CL00401,2026-03-27,Crédito consumo digital,1400000,6,0.0232,253000,App,783,0.111,Automática,Activo,0,20,F,3,Posgrado,Empleado,2280000.0,555.0,True,0,Web,22.0,103.77272727272728,0.010054688690805315
CR000446,CL00402,2025-12-18,Avance de nómina,1400000,9,0.0284,178000,App,827,0.048,Automática,Activo,0,30,M,2,Universitario,Microempresario,3710000.0,548.0,False,0,Web,2.0,221.5,0.011745478716604366
CR000447,CL00404,2026-03-02,Microcrédito,2750000,6,0.0315,510000,Web,673,0.2656,Automática,Activo,0,36,M,2,Técnico/Tecnólogo,Independiente,1920000.0,524.0,False,3,Android,4.0,167.25,0.009253663297807376
CR000448,CL00405,2025-10-03,Crédito libre inversión,1950000,6,0.0243,353000,App,798,0.1374,Automática,Mora moderada,1,31,M,3,Técnico/Tecnólogo,Independiente,2570000.0,604.0,True,0,iOS,8.0,143.375,0.9360407408081828
CR000449,CL00406,2023-07-09,Crédito consumo digital,950000,6,0.12,176000,Call center,854,0.0765,Automática,Finalizado,0,42,F,4,Universitario,Empleado,2300000.0,643.0,True,2,Android,9.0,205.0,0.004325541905969573
CR000450,CL00406,2024-07-27,Crédito consumo digital,3300000,3,0.0344,1177000,App,836,0.5117,Manual,Finalizado,0,42,F,4,Universitario,Empleado,2300000.0,643.0,True,2,Android,9.0,205.0,0.0017578657255507108
CR000451,CL00407,2025-05-14,Microcrédito,1500000,12,0.0352,155000,App,783,0.0622,Automática,Activo,0,25,M,3,Sin información,Empleado,2490000.0,548.0,False,0,Android,3.0,144.66666666666666,0.017411390230172193
CR000452,CL00408,2025-07-10,Crédito consumo digital,1250000,6,0.0319,232000,App,884,0.072,Automática,Finalizado,0,35,M,4,Técnico/Tecnólogo,Pensionado,3220000.0,588.0,True,0,Android,,,0.008630616745781
CR000453,CL00410,2024-10-13,Microcrédito,3550000,12,0.0359,369000,Call center,804,0.1157,Automática,Finalizado,0,41,F,1,Universitario,Microempresario,3190000.0,546.0,True,1,Android,1.0,47.0,0.022688262910969405
CR000454,CL00411,2025-09-01,Crédito consumo digital,4050000,3,0.0303,1433000,App,900,0.2334,Automática,Finalizado,0,43,F,4,Bachiller,Empleado,6140000.0,816.0,True,0,iOS,6.0,122.16666666666669,0.005491317449930122
CR000455,CL00412,2026-01-15,Crédito consumo digital,800000,6,0.029,147000,App,873,0.0782,Automática,Activo,0,25,F,2,Bachiller,Microempresario,1880000.0,545.0,False,0,Android,17.0,177.8235294117647,0.009839426772786496
